S5604L01,407.0,237.0,91.8
S5792R03,307.0,247.0,93.2
S5997R07,345.0,221.0,92.6
S5766R04,327.0,193.0,82.4
S5851L04,285.0,235.0,104.2
S5114L06,337.0,197.0,92.4
S5435L07,261.0,263.0,96.6
S5063L04,337.0,203.0,89.8
S5718L00,315.0,245.0,85.2
S5591L02,333.0,227.0,95.2
S5125R02,287.0,225.0,91.2
S5572R01,277.0,217.0,91.6
S5034L04,353.0,237.0,92.8
S5466R05,291.0,203.0,78.6
S5212L06,445.0,289.0,96.0
S5425L01,441.0,111.0,96.4
S5449L01,433.0,221.0,102.8
S5686R01,245.0,315.0,97.2
S5365R06,249.0,269.0,75.2
S5501R00,277.0,177.0,91.6
S5480L04,327.0,321.0,92.2
S5051R09,285.0,235.0,82.2
S5688L01,405.0,235.0,87.2
S5324R07,325.0,219.0,85.8
S5879L08,283.0,297.0,92.6
S5139L00,353.0,241.0,90.0
S5107L01,345.0,239.0,87.4
S5398L01,397.0,213.0,91.8
S5416R04,299.0,235.0,96.6
S5784L05,273.0,261.0,108.2
S5976L00,369.0,245.0,82.8
S5871R00,221.0,201.0,92.2
S5083L04,373.0,253.0,101.0
S5379L01,317.0,167.0,93.0
S5535L00,403.0,251.0,80.8
S5964L00,425.0,185.0,83.4
S5005L04,361.0,291.0,107.2
S5399R08,353.0,217.0,93.6
S5482R08,315.0,229.0,98.4
S5276L06,351.0,205.0,82.8
S5977L06,349.0,235.0,81.2
S5805R01,355.0,229.0,99.2
S5281L02,327.0,197.0,93.8
S5399L06,345.0,99.0,87.2
S5083R01,291.0,247.0,97.0
S5670R05,289.0,299.0,88.4
S5578L03,377.0,233.0,93.0
S5545L04,381.0,221.0,92.4
S5773R09,253.0,237.0,95.4
S5380L04,383.0,267.0,79.0
S5112R00,159.0,239.0,83.6
S5999L09,429.0,219.0,96.4
S5577R09,315.0,261.0,93.0
S5955L00,289.0,169.0,95.6
S5826R07,287.0,243.0,91.8
S5268L07,387.0,237.0,89.6
S5873R03,195.0,259.0,86.0
S5294R05,319.0,215.0,98.8
S5448L08,391.0,193.0,94.2
S5443R07,279.0,205.0,88.8
S5793L08,385.0,205.0,87.2
S5063R06,355.0,209.0,82.6
S5724L09,309.0,181.0,88.6
S5165L03,319.0,209.0,96.4
S5445L00,399.0,159.0,94.8
S5542R08,357.0,177.0,92.4
S5459R01,317.0,261.0,84.6
S5107R03,199.0,255.0,88.8
S5040L03,293.0,233.0,86.4
S5260R02,273.0,287.0,104.6
S5737R07,319.0,225.0,99.0
S5032L01,311.0,261.0,88.0
S5298L09,423.0,197.0,90.8
S5995L08,323.0,263.0,105.4
S5836R09,289.0,245.0,97.8
S5206L07,433.0,261.0,94.8
S5537L02,359.0,207.0,100.6
S5106L05,323.0,227.0,65.8
S5662R03,263.0,213.0,81.4
S5980R06,285.0,245.0,81.8
S5308L00,365.0,225.0,83.6
S5013R01,309.0,235.0,97.8
S5690L00,337.0,211.0,93.8
S5048L04,415.0,219.0,96.8
S5830R03,283.0,173.0,95.0
S5819L02,271.0,215.0,104.6
S5697R04,275.0,249.0,109.6
S5788R08,297.0,297.0,91.4
S5033R01,217.0,143.0,99.2
S5150R02,309.0,199.0,88.4
S5016R02,365.0,237.0,101.2
S5653R05,279.0,239.0,97.0
S5928L05,369.0,319.0,99.8
S5266R01,303.0,203.0,95.2
S5952R05,335.0,205.0,96.2
S5778L09,385.0,279.0,102.8
S5193R07,291.0,251.0,99.6
S5747L07,409.0,121.0,88.6
S5348R06,255.0,321.0,87.4
S5744L00,401.0,217.0,81.6
S5126L00,381.0,247.0,106.8
S5482L04,337.0,167.0,93.4
S5404R01,345.0,255.0,97.2
S5311R03,283.0,233.0,85.8
S5605L04,415.0,221.0,93.0
S5771R02,227.0,237.0,91.6
S5551L07,385.0,225.0,102.4
S5365L01,351.0,343.0,78.4
S5468L07,399.0,255.0,83.8
S5078L08,281.0,307.0,83.2
S5570L00,401.0,239.0,90.8
S5642R06,269.0,265.0,96.2
S5175L07,369.0,347.0,90.2
S5983L06,365.0,265.0,82.4
S5166R01,291.0,153.0,115.2
S5168L07,371.0,211.0,79.6
S5876R01,325.0,251.0,89.8
S5637R00,225.0,295.0,87.6
S5382R00,285.0,279.0,83.4
S5153R00,249.0,229.0,88.6
S5542L05,325.0,239.0,94.4
S5936R02,267.0,211.0,90.8
S5633R09,363.0,209.0,104.4
S5294L02,379.0,209.0,96.2
S5201L08,353.0,213.0,90.6
S5730R03,263.0,207.0,89.8
S5419L06,343.0,203.0,89.4
S5023L00,355.0,359.0,96.6
S5724L00,335.0,219.0,85.8
S5619L09,371.0,219.0,93.0
S5819R09,337.0,187.0,107.8
S5987L00,379.0,151.0,92.0
S5703L01,393.0,153.0,95.8
S5525L08,317.0,213.0,90.6
S5889R02,283.0,231.0,96.2
S5456L05,391.0,281.0,77.8
S5637R08,229.0,253.0,99.4
S5538R03,229.0,183.0,105.4
S5080L04,419.0,205.0,92.2
S5877R01,383.0,277.0,91.2
S5163R00,345.0,215.0,88.6
S5779L07,371.0,227.0,92.2
S5180L00,305.0,185.0,83.4
S5237L05,379.0,191.0,92.0
S5420L00,371.0,273.0,95.8
S5491L02,339.0,205.0,97.0
S5235L07,383.0,263.0,90.0
S5033R09,233.0,271.0,71.8
S5642R03,235.0,277.0,98.6
S5563L05,405.0,199.0,98.2
S5630R04,267.0,267.0,85.4
S5810R06,325.0,261.0,88.2
S5206L05,443.0,261.0,95.8
S5263L05,293.0,187.0,106.8
S5043L05,501.0,115.0,93.0
S5650R01,145.0,305.0,102.8
S5608R01,299.0,199.0,83.4
S5251L02,409.0,269.0,100.2
S5492L03,395.0,235.0,82.2
S5824R01,333.0,221.0,90.0
S5656L02,407.0,233.0,90.0
S5577L01,349.0,269.0,90.0
S5822L09,373.0,263.0,100.6
S5546L03,337.0,217.0,91.6
S5950L00,287.0,171.0,101.6
S5613L08,369.0,229.0,94.8
S5527L06,339.0,159.0,90.6
S5942L00,361.0,117.0,98.6
S5327R01,303.0,229.0,87.6
S5430L01,399.0,219.0,90.6
S5429R09,337.0,237.0,91.8
S5483R03,241.0,221.0,89.0
S5428R02,277.0,207.0,93.4
S5737R04,313.0,235.0,111.8
S5527L02,459.0,305.0,97.0
S5363R02,289.0,239.0,95.8
S5621R00,299.0,239.0,86.6
S5072R05,315.0,223.0,100.8
S5386L01,301.0,287.0,94.8
S5279L00,297.0,233.0,90.0
S5264L08,397.0,303.0,108.4
S5403R07,215.0,249.0,101.0
S5616L04,349.0,255.0,89.2
S5910L08,457.0,217.0,86.0
S5746L04,389.0,245.0,97.2
S5004L02,331.0,181.0,118.6
S5458R04,247.0,277.0,105.0
S5452R03,313.0,221.0,93.2
S5211R02,369.0,231.0,91.8
S5909R04,319.0,165.0,83.4
S5086L04,207.0,177.0,91.8
S5909R06,369.0,175.0,92.6
S5062L09,399.0,225.0,86.8
S5117R09,229.0,229.0,94.8
S5384R04,317.0,227.0,91.8
S5938R04,201.0,267.0,92.6
S5085R02,315.0,195.0,102.6
S5015L01,377.0,247.0,81.2
S5342R07,259.0,173.0,85.4
S5134R06,259.0,175.0,87.2
S5309L08,377.0,241.0,91.6
S5145R08,299.0,223.0,90.2
S5572R02,281.0,213.0,91.8
S5785R06,249.0,215.0,95.8
S5394R08,445.0,271.0,102.4
S5010R04,311.0,297.0,91.2
S5877R07,279.0,259.0,89.4
S5505R04,227.0,197.0,93.8
S5938R07,235.0,215.0,97.2
S5563L04,349.0,299.0,99.6
S5626R06,199.0,205.0,93.0
S5156R09,275.0,225.0,96.4
S5972L04,417.0,313.0,104.0
S5488L09,343.0,203.0,89.4
S5208R05,249.0,195.0,88.2
S5211R05,265.0,259.0,85.6
S5310R07,271.0,191.0,103.2
S5673L09,397.0,121.0,92.2
S5449L04,417.0,227.0,99.6
S5520R08,339.0,253.0,104.8
S5545R04,317.0,207.0,94.0
S5064R05,253.0,253.0,80.6
S5858L08,385.0,159.0,93.0
S5739R02,201.0,329.0,87.4
S5186R08,305.0,245.0,98.0
S5373L08,327.0,337.0,78.6
S5299R02,289.0,195.0,87.8
S5190L07,239.0,205.0,94.4
S5475L07,307.0,207.0,95.4
S5859L02,407.0,241.0,94.0
S5413L04,447.0,287.0,86.2
S5892R01,263.0,187.0,85.6
S5609L00,299.0,213.0,90.2
S5827R01,229.0,229.0,97.0
S5024R06,291.0,211.0,79.0
S5922R02,229.0,199.0,95.4
S5597L03,431.0,271.0,105.6
S5563R05,303.0,285.0,99.8
S5834R08,221.0,161.0,103.2
S5277R08,299.0,205.0,77.8
S5654R03,271.0,255.0,103.6
S5218L06,351.0,251.0,83.4
S5177R08,265.0,275.0,94.4
S5504L03,375.0,215.0,102.6
S5152L09,417.0,173.0,94.4
S5973R09,205.0,275.0,86.6
S5759L00,369.0,123.0,102.6
S5647R02,271.0,277.0,85.6
S5524R08,249.0,289.0,97.4
S5978R00,337.0,177.0,91.6
S5175R00,277.0,251.0,102.6
S5343L04,407.0,213.0,95.2
S5524R03,259.0,249.0,90.0
S5372R00,317.0,217.0,91.6
S5169R08,211.0,231.0,103.4
S5843R00,317.0,257.0,94.0
S5481R03,237.0,263.0,91.8
S5564R04,305.0,239.0,97.0
S5228L02,383.0,237.0,95.6
S5923L08,407.0,167.0,93.8
S5548R00,211.0,265.0,88.8
S5616L05,397.0,263.0,89.8
S5284L07,241.0,177.0,91.6
S5295L02,435.0,259.0,101.0
S5770R09,173.0,201.0,92.2
S5526L05,299.0,255.0,96.6
S5638L06,413.0,221.0,93.6
S5090L02,385.0,269.0,108.0
S5154L06,333.0,191.0,82.2
S5689L02,291.0,279.0,93.0
S5695R09,257.0,197.0,91.6
S5758R02,299.0,225.0,97.4
S5120R05,317.0,211.0,84.2
S5132L01,425.0,199.0,97.0
S5236R01,335.0,311.0,91.2
S5404L03,375.0,239.0,86.4
S5582R07,243.0,171.0,92.6
S5949L06,333.0,333.0,88.8
S5815R08,277.0,247.0,94.6
S5397L05,337.0,177.0,76.8
S5641R09,165.0,199.0,99.0
S5231R03,233.0,255.0,84.0
S5580R06,305.0,261.0,103.4
S5738L00,447.0,287.0,94.2
S5326R07,293.0,249.0,85.4
S5152L06,363.0,197.0,94.4
S5586L07,427.0,207.0,96.6
S5934R09,291.0,221.0,99.4
S5766R08,345.0,249.0,104.0
S5730R08,277.0,187.0,80.6
S5892L00,341.0,221.0,93.6
S5978R06,269.0,181.0,88.6
S5151R01,255.0,265.0,100.8
S5388R03,325.0,225.0,98.0
S5109L00,399.0,165.0,97.6
S5460L08,469.0,155.0,107.4
S5547R02,273.0,205.0,88.8
S5784R03,285.0,205.0,97.6
S5119L08,181.0,297.0,79.8
S5996R01,285.0,239.0,92.4
S5087R06,321.0,223.0,86.6
S5957L08,355.0,239.0,87.8
S5642L07,319.0,239.0,94.8
S5724R01,297.0,283.0,94.4
S5387R00,317.0,257.0,87.0
S5317L05,445.0,259.0,96.2
S5996R04,233.0,153.0,89.8
S5041L03,399.0,305.0,97.0
S5440R03,249.0,279.0,95.0
S5935R03,309.0,229.0,96.4
S5549R04,195.0,195.0,113.2
S5036L04,387.0,233.0,108.2
S5995L03,305.0,319.0,97.0
S5842L09,435.0,205.0,102.8
S5807L07,363.0,211.0,91.6
S5643R09,257.0,233.0,70.8
S5117R03,255.0,159.0,87.0
S5541L09,417.0,177.0,92.2
S5352R02,315.0,245.0,98.0
S5743R00,321.0,211.0,86.0
S5521L01,363.0,173.0,96.6
S5258R06,227.0,283.0,89.8
S5268R01,267.0,263.0,90.6
S5153R05,281.0,237.0,90.0
S5808R00,283.0,177.0,94.4
S5506R08,287.0,257.0,89.8
S5805R07,331.0,227.0,90.8
S5354L05,269.0,195.0,83.6
S5081L02,345.0,215.0,96.4
S5051R02,285.0,229.0,78.2
S5047L06,339.0,219.0,90.4
S5384R09,305.0,375.0,75.2
S5847R09,217.0,207.0,91.8
S5162R01,319.0,235.0,94.8
S5039R03,185.0,239.0,104.2
S5085R01,305.0,195.0,105.8
S5911L09,409.0,233.0,96.0
S5093L08,311.0,213.0,82.4
S5185R09,295.0,249.0,81.4
S5144R02,239.0,259.0,97.0
S5252R04,207.0,297.0,91.0
S5319L06,335.0,103.0,105.6
S5060L02,365.0,251.0,102.0
S5455L05,361.0,265.0,89.0
S5185L09,335.0,259.0,84.2
S5620L08,297.0,203.0,94.6
S5501L01,289.0,213.0,89.4
S5717L08,373.0,217.0,95.4
S5209R07,293.0,233.0,85.4
S5385L06,325.0,195.0,87.2
S5479L05,375.0,239.0,89.4
S5242R07,289.0,199.0,81.8
S5698L04,409.0,237.0,99.0
S5728L09,343.0,201.0,86.8
S5262L09,385.0,231.0,88.8
S5371R07,313.0,255.0,85.2
S5132L00,321.0,201.0,92.4
S5797R00,271.0,255.0,82.8
S5875L03,325.0,205.0,97.8
S5759R01,325.0,149.0,107.8
S5525R03,249.0,241.0,97.8
S5882R04,349.0,209.0,91.4
S5261L07,295.0,205.0,98.0
S5604L00,385.0,219.0,97.0
S5938R09,173.0,227.0,94.0
S5649L09,409.0,249.0,96.4
S5465L09,321.0,253.0,84.8
S5727L02,375.0,335.0,97.6
S5644R01,191.0,223.0,92.6
S5547L04,379.0,249.0,86.0
S5001L09,423.0,271.0,92.8
S5900L02,355.0,149.0,87.8
S5701R05,333.0,213.0,86.4
S5451L07,339.0,215.0,86.0
S5083R02,279.0,239.0,105.0
S5085L03,331.0,207.0,99.6
S5414R04,279.0,269.0,94.4
S5180L06,447.0,211.0,81.0
S5104L04,319.0,193.0,104.2
S5714R04,239.0,285.0,97.2
S5343L03,345.0,189.0,96.2
S5304R02,329.0,215.0,103.8
S5437L01,377.0,247.0,79.2
S5342L07,407.0,217.0,83.4
S5027L04,387.0,257.0,89.6
S5559L03,387.0,243.0,70.6
S5742L08,373.0,177.0,91.2
S5240L03,303.0,257.0,96.2
S5841L08,359.0,179.0,88.2
S5310L06,295.0,335.0,102.6
S5378R02,273.0,241.0,92.8
S5588R04,223.0,243.0,101.2
S5645R01,295.0,245.0,83.4
S5742R07,293.0,197.0,94.0
S5960L01,301.0,217.0,108.0
S5589L05,389.0,229.0,81.4
S5097L04,391.0,173.0,93.2
S5631L00,387.0,333.0,86.2
S5240L06,315.0,221.0,87.4
S5331L02,277.0,207.0,100.6
S5370L01,365.0,199.0,85.6
S5131R02,311.0,173.0,97.4
S5366R05,273.0,249.0,89.0
S5565L09,373.0,183.0,84.2
S5502R07,315.0,165.0,99.2
S5590R02,317.0,201.0,91.6
S5535R03,163.0,237.0,90.0
S5871L04,395.0,259.0,86.0
S5922L09,369.0,179.0,89.6
S5243L01,375.0,165.0,83.4
S5200L04,449.0,209.0,109.0
S5048R00,305.0,225.0,86.8
S5159L01,247.0,217.0,93.0
S5485R00,339.0,219.0,94.4
S5745R09,245.0,215.0,88.2
S5443R09,317.0,227.0,91.8
S5539R08,381.0,223.0,91.0
S5740L08,387.0,227.0,86.8
S5815L00,361.0,141.0,87.6
S5801R04,381.0,187.0,92.0
S5813R07,293.0,203.0,95.2
S5890R02,349.0,209.0,80.0
S5356R00,257.0,241.0,93.8
S5152R07,385.0,255.0,94.2
S5470R08,289.0,255.0,81.4
S5807L09,345.0,215.0,87.4
S5840R06,279.0,229.0,99.6
S5900R08,195.0,297.0,89.2
S5610L07,329.0,215.0,85.0
S5110R04,327.0,247.0,91.0
S5439R04,319.0,245.0,89.2
S5645L00,353.0,247.0,80.4
S5603L00,343.0,157.0,92.2
S5457L08,439.0,179.0,90.4
S5671R03,261.0,251.0,103.8
S5191L04,377.0,211.0,98.6
S5511R09,265.0,269.0,95.6
S5065L08,359.0,255.0,88.6
S5286L07,367.0,227.0,79.8
S5352L08,285.0,211.0,91.0
S5845L02,325.0,187.0,83.2
S5418L06,319.0,159.0,94.8
S5203R02,295.0,199.0,86.0
S5629L04,425.0,185.0,107.4
S5000L08,331.0,197.0,98.0
S5662R08,305.0,199.0,93.6
S5468L06,393.0,253.0,86.4
S5203R01,285.0,193.0,89.0
S5807L01,421.0,219.0,88.6
S5272R02,269.0,225.0,87.2
S5392R08,285.0,229.0,96.2
S5593L08,329.0,199.0,86.0
S5682R00,289.0,253.0,87.4
S5716L00,355.0,285.0,88.8
S5780L05,411.0,173.0,100.6
S5962L07,301.0,133.0,94.8
S5705R06,309.0,225.0,97.8
S5719L02,415.0,279.0,93.6
S5027R03,285.0,235.0,83.4
S5448R08,321.0,231.0,93.6
S5763L01,339.0,199.0,87.4
S5258R09,199.0,259.0,89.6
S5806R06,327.0,221.0,94.8
S5710L00,323.0,305.0,99.8
S5838L03,451.0,193.0,84.0
S5074L06,399.0,259.0,86.4
S5582L07,387.0,217.0,111.0
S5763R02,265.0,265.0,87.4
S5073L00,367.0,227.0,90.6
S5328R00,349.0,219.0,95.0
S5221L07,349.0,217.0,103.8
S5186L08,325.0,275.0,93.0
S5948L06,417.0,237.0,82.2
S5406L02,413.0,171.0,99.2
S5696R04,275.0,225.0,84.2
S5605L01,369.0,185.0,96.4
S5668R05,303.0,229.0,86.2
S5959R09,273.0,237.0,80.8
S5772L01,325.0,205.0,107.2
S5656R09,309.0,261.0,97.0
S5819R06,341.0,191.0,107.6
S5442L06,369.0,227.0,87.6
S5167R08,299.0,249.0,90.4
S5121L08,381.0,217.0,78.2
S5614R03,197.0,287.0,93.4
S5607L04,359.0,239.0,88.2
S5562R09,233.0,215.0,85.2
S5680L00,455.0,199.0,96.8
S5658R02,209.0,199.0,86.0
S5947L02,339.0,293.0,103.0
S5575L06,281.0,213.0,101.4
S5470R00,281.0,233.0,86.4
S5032R03,251.0,213.0,90.8
S5837R03,277.0,181.0,93.6
S5862L07,323.0,303.0,89.4
S5941R06,327.0,227.0,92.4
S5586R00,309.0,229.0,100.0
S5224R04,301.0,187.0,81.2
S5278L03,403.0,291.0,102.8
S5514L03,357.0,263.0,94.6
S5139L02,355.0,245.0,88.6
S5157R02,293.0,211.0,100.6
S5070R09,219.0,219.0,94.4
S5119L01,275.0,219.0,83.8
S5209L02,239.0,259.0,91.0
S5729R08,293.0,253.0,88.8
S5124R02,323.0,219.0,104.8
S5311L01,359.0,159.0,94.8
S5086R01,361.0,221.0,84.8
S5933R01,225.0,225.0,102.8
S5309R02,321.0,257.0,92.2
S5490L09,371.0,223.0,80.8
S5863R06,263.0,259.0,90.2
S5951R01,293.0,241.0,107.0
S5663R09,219.0,265.0,97.0
S5233R04,255.0,205.0,87.2
S5810L02,315.0,231.0,104.6
S5891R08,283.0,241.0,96.0
S5775R06,325.0,239.0,97.0
S5631R06,287.0,203.0,91.6
S5246R07,205.0,223.0,99.8
S5626L09,357.0,227.0,91.8
S5368L02,269.0,159.0,95.0
S5849L06,323.0,263.0,86.6
S5513L01,281.0,237.0,87.8
S5918L02,329.0,225.0,87.2
S5599R02,213.0,247.0,108.4
S5357R00,243.0,273.0,95.0
S5741R02,311.0,257.0,90.0
S5330L08,359.0,159.0,94.8
S5488L03,365.0,179.0,88.0
S5364L04,371.0,341.0,97.6
S5232R07,329.0,215.0,103.4
S5288R09,359.0,205.0,85.6
S5746L02,449.0,245.0,103.0
S5973L06,447.0,301.0,104.8
S5192L00,367.0,173.0,85.6
S5965R04,275.0,249.0,96.2
S5219L05,407.0,197.0,92.2
S5188L04,339.0,265.0,86.4
S5848R09,327.0,237.0,80.6
S5694L06,387.0,247.0,81.8
S5149L09,379.0,209.0,86.2
S5826R03,295.0,195.0,87.2
S5228R09,335.0,225.0,88.6
S5368L00,289.0,175.0,103.0
S5366R04,265.0,253.0,86.8
S5016R00,347.0,247.0,114.6
S5027R00,265.0,245.0,84.4
S5155R00,281.0,207.0,98.8
S5989R01,299.0,225.0,96.2
S5327L08,327.0,267.0,86.8
S5554L02,357.0,257.0,91.6
S5278L06,409.0,195.0,103.4
S5088L02,381.0,251.0,83.4
S5724L06,319.0,179.0,90.0
S5250L02,381.0,255.0,89.0
S5209L04,327.0,207.0,92.4
S5169R07,235.0,229.0,103.4
S5836L01,349.0,253.0,101.8
S5897R04,263.0,239.0,105.2
S5136R01,307.0,213.0,91.8
S5949R00,309.0,249.0,95.8
S5758L03,337.0,187.0,90.0
S5953L08,311.0,163.0,108.2
S5810L05,319.0,223.0,104.8
S5340L07,497.0,157.0,92.2
S5225R00,281.0,217.0,93.6
S5569R04,247.0,237.0,91.8
S5243R01,313.0,171.0,84.0
S5160R00,229.0,239.0,96.6
S5182R00,311.0,233.0,95.8
S5710L09,387.0,181.0,92.6
S5681L09,325.0,151.0,90.6
S5826R02,283.0,183.0,88.2
S5047L07,361.0,213.0,91.2
S5273R07,297.0,197.0,91.8
S5438R05,267.0,221.0,92.0
S5214R01,269.0,215.0,95.8
S5970R04,237.0,237.0,93.4
S5896R09,295.0,215.0,75.6
S5641L00,333.0,223.0,100.4
S5922L00,371.0,211.0,91.6
S5913R00,219.0,109.0,97.0
S5325L05,383.0,263.0,87.2
S5183L02,313.0,233.0,86.6
S5649R03,285.0,249.0,89.6
S5182R04,307.0,221.0,92.2
S5919R01,381.0,217.0,92.0
S5685L00,389.0,275.0,81.4
S5069R09,295.0,229.0,87.8
S5954R09,327.0,245.0,91.2
S5329L02,453.0,275.0,87.6
S5474L08,211.0,265.0,92.2
S5417L04,335.0,223.0,113.6
S5691R00,257.0,237.0,91.6
S5335R07,313.0,261.0,92.8
S5482R00,289.0,225.0,103.8
S5961R06,269.0,271.0,102.2
S5195R06,273.0,235.0,74.8
S5992R09,327.0,223.0,93.4
S5522L06,335.0,203.0,114.2
S5828L01,379.0,175.0,89.0
S5654R09,237.0,237.0,94.4
S5286R08,277.0,255.0,89.2
S5170R04,243.0,231.0,90.8
S5344R00,277.0,187.0,105.0
S5020L00,377.0,231.0,80.4
S5521R03,245.0,279.0,99.6
S5303R02,285.0,235.0,87.8
S5462R08,231.0,233.0,100.6
S5331L00,325.0,205.0,83.2
S5039L09,279.0,249.0,94.4
S5853L02,327.0,261.0,107.0
S5033R06,363.0,257.0,100.6
S5949R03,297.0,247.0,85.0
S5625R09,255.0,239.0,74.6
S5849R07,295.0,311.0,88.4
S5229L03,365.0,215.0,104.2
S5347R05,269.0,229.0,98.4
S5641L04,391.0,239.0,88.0
S5387R03,261.0,265.0,88.2
S5260L04,277.0,247.0,107.2
S5169L03,433.0,207.0,95.6
S5848L00,353.0,177.0,95.8
S5429R08,335.0,239.0,96.8
S5484R05,263.0,189.0,104.2
S5487L09,361.0,231.0,82.4
S5372R06,259.0,205.0,87.4
S5181R03,265.0,239.0,103.8
S5502R00,351.0,193.0,97.8
S5773L08,325.0,249.0,93.4
S5567L03,371.0,207.0,94.4
S5296L08,431.0,317.0,105.0
S5267L05,327.0,227.0,93.2
S5130L09,227.0,153.0,94.0
S5821R06,333.0,243.0,100.2
S5823R02,257.0,233.0,95.4
S5671R09,175.0,195.0,87.2
S5127L01,347.0,261.0,89.8
S5716L06,269.0,285.0,98.0
S5718R03,267.0,187.0,86.2
S5081R01,265.0,229.0,96.8
S5021R07,313.0,187.0,90.4
